ID,Outcome
1008_694,0.500222802162
1008_708,0.466504961252
1008_715,0.450764775276
1008_722,0.453246980906
1008_729,0.444309234619
1008_736,0.468290835619
1008_743,0.481368243694
1008_750,0.481933414936
1008_757,0.452996641397
1008_771,0.472502321005
1008_778,0.463860332966
1008_785,0.387886226177
1008_792,0.417298346758
1008_799,0.427278727293
1008_806,0.429853618145
1008_813,0.433116674423
1008_820,0.481933414936
1008_827,0.451206058264
1008_834,0.504103660583
1008_841,0.42643353343
1008_848,0.426468372345
1008_855,0.43835452199
1008_862,0.436686217785
1008_869,0.427216082811
1008_890,0.430935174227
1008_904,0.436035245657
1008_911,0.453340530396
1008_918,0.44017791748
1008_925,0.437422931194
1008_939,0.461244821548
1008_946,0.434014052153
1008_953,0.451367288828
1009_554,0.365703433752
1009_568,0.330511748791
1009_575,0.365703433752
1009_582,0.343259572983
1009_589,0.338654071093
1009_596,0.365703433752
1009_603,0.365703433752
1009_610,0.374865233898
1009_617,0.353777110577
1009_624,0.376581788063
1009_631,0.413304388523
1009_638,0.413121938705
1009_645,0.42033547163
1009_652,0.435864180326
1009_659,0.410038471222
1009_673,0.403790712357
1009_680,0.381872862577
1009_687,0.399014204741
1009_694,0.37184792757
1009_708,0.346266567707
1009_715,0.413121938705
1009_722,0.384601861238
1009_729,0.359743475914
1009_736,0.397605478764
1009_743,0.433494836092
1009_750,0.33477011323
1009_757,0.353882402182
1009_771,0.426036596298
1009_778,0.393068760633
1009_785,0.409913212061
1009_792,0.391771554947
1009_799,0.381691306829
1009_806,0.387070953846
1009_813,0.352370291948
1009_820,0.394207984209
1009_827,0.364649027586
1009_834,0.368294209242
1009_841,0.440186619759
1009_848,0.444290071726
1009_855,0.382413953543
1009_862,0.400907486677
1009_869,0.439707756042
1009_890,0.429278224707
1009_904,0.428125113249
1009_911,0.398307204247
1009_918,0.417283862829
1009_925,0.388458877802
1009_939,0.356055825949
1009_946,0.383082181215
1009_953,0.463360279799
100_554,0.406601637602
100_568,0.386179983616
100_575,0.413414567709
100_582,0.465985119343
100_589,0.443471521139
100_596,0.415008366108
100_603,0.357634663582
100_610,0.378028839827
100_617,0.412115603685
100_624,0.412817627192
100_631,0.334504574537
100_638,0.431391149759
100_645,0.432204186916
100_652,0.418828785419
100_659,0.390890628099
100_673,0.455937504768
100_680,0.387865871191
100_687,0.463824480772
100_694,0.4170563519
100_708,0.412115603685
100_715,0.465071499348
100_722,0.298659443855
100_729,0.353792518377
100_736,0.412817627192
100_743,0.453628242016
100_750,0.349859267473
100_757,0.465971440077
100_771,0.379000902176
100_778,0.448179215193
100_785,0.46904399991
100_792,0.441928863525
100_799,0.348932296038
100_806,0.427394628525
100_813,0.438293725252
100_820,0.467401981354
100_827,0.451106160879
100_834,0.496993541718
100_841,0.441928863525
100_848,0.340957552195
100_855,0.445440411568
100_862,0.487489044666
100_869,0.470855295658
100_890,0.459563732147
100_904,0.405006080866
100_911,0.410904467106
100_918,0.333688229322
100_925,0.38532179594
100_939,0.355515062809
100_946,0.375562846661
100_953,0.513807952404
1010_554,0.499937593937
1010_568,0.474409520626
1010_575,0.467381030321
1010_582,0.483986884356
1010_589,0.453856110573
1010_596,0.487891316414
1010_603,0.480582386255
1010_610,0.488332003355
1010_617,0.501109361649
1010_624,0.47054156661
1010_631,0.461782515049
1010_638,0.478664666414
1010_645,0.435245037079
1010_652,0.500723183155
1010_659,0.483042567968
1010_673,0.484449923038
1010_680,0.448801577091
1010_687,0.447764575481
1010_694,0.479919791222
1010_708,0.445509940386
1010_715,0.481116443872
1010_722,0.46716567874
1010_729,0.410884737968
1010_736,0.470247924328
1010_743,0.45172727108
1010_750,0.454134851694
1010_757,0.428989350796
1010_771,0.456049233675
1010_778,0.476391047239
1010_785,0.459375798702
1010_792,0.47615891695
1010_799,0.470214664936
1010_806,0.457454681396
1010_813,0.452489465475
1010_820,0.477813899517
1010_827,0.475641638041
1010_834,0.462693035603
1010_841,0.467017114162
1010_848,0.483690649271
1010_855,0.494927883148
1010_862,0.462433278561
1010_869,0.354167044163
1010_890,0.452048510313
1010_904,0.437589585781
1010_911,0.436417967081
1010_918,0.434202939272
1010_925,0.430935174227
1010_939,0.295199215412
1010_946,0.438543081284
1010_953,0.416081368923
1011_554,0.57200050354
1011_568,0.456296950579
1011_575,0.507025539875
1011_582,0.528057396412
1011_589,0.50652295351
1011_596,0.492313474417
1011_603,0.455150127411
1011_610,0.4963131845
1011_617,0.505986273289
1011_624,0.478914439678
1011_631,0.498628348112
1011_638,0.480101823807
1011_645,0.492705225945
1011_652,0.497270077467
1011_659,0.464510291815
1011_673,0.464166283607
1011_680,0.514311075211
1011_687,0.474436998367
1011_694,0.51969730854
1011_708,0.463251024485
1011_715,0.450516194105
1011_722,0.476519972086
1011_729,0.435503154993
1011_736,0.433010756969
1011_743,0.439500272274
1011_750,0.450354248285
1011_757,0.425138056278
1011_771,0.455996096134
1011_778,0.474427878857
1011_785,0.473329246044
1011_792,0.47476786375
1011_799,0.496809571981
1011_806,0.480078577995
1011_813,0.425684481859
1011_820,0.480356782675
1011_827,0.512896716595
1011_834,0.472483932972
1011_841,0.448216706514
1011_848,0.447984904051
1011_855,0.455041795969
1011_862,0.495647609234
1011_869,0.484028100967
1011_890,0.467018783092
1011_904,0.454852998257
1011_911,0.459158033133
1011_918,0.418496638536
1011_925,0.437495112419
1011_939,0.411404877901
1011_946,0.442008554935
1011_953,0.380776405334
1012_554,0.376468330622
1012_568,0.459780067205
1012_575,0.442222326994
1012_582,0.455428361893
1012_589,0.448648363352
1012_596,0.443955093622
1012_603,0.43579402566
1012_610,0.357757329941
1012_617,0.336648434401
1012_624,0.462131142616
1012_631,0.476772129536
1012_638,0.436693131924
1012_645,0.342222094536
1012_652,0.378045111895
1012_659,0.336957752705
1012_673,0.455535024405
1012_680,0.442748516798
1012_687,0.492236107588
1012_694,0.354698181152
1012_708,0.492236107588
1012_715,0.472432345152
1012_722,0.485633730888
1012_729,0.472213745117
1012_736,0.417439043522
1012_743,0.406457722187
1012_750,0.419872105122
1012_757,0.286150753498
1012_771,0.457625359297
1012_778,0.371578842402
1012_785,0.436612576246
1012_792,0.476915836334
1012_799,0.438768565655
1012_806,0.439018517733
1012_813,0.365008622408
1012_820,0.47318854928
1012_827,0.430510699749
1012_834,0.459061205387
1012_841,0.411975294352
1012_848,0.435342550278
1012_855,0.441737800837
1012_862,0.343594491482
1012_869,0.433806121349
1012_890,0.333948165178
1012_904,0.386299610138
1012_911,0.428859204054
1012_918,0.357288509607
1012_925,0.403601557016
1012_939,0.463226526976
1012_946,0.443799436092
1012_953,0.37674382329
1014_554,0.462516397238
1014_568,0.456564426422
1014_575,0.481537908316
1014_582,0.478206574917
1014_589,0.470268398523
1014_596,0.45404368639
1014_603,0.448482453823
1014_610,0.430371910334
1014_617,0.325361132622
1014_624,0.453632861376
1014_631,0.429203569889
1014_638,0.450258076191
1014_645,0.45831784606
1014_652,0.463653177023
1014_659,0.495908170938
1014_673,0.485779255629
1014_680,0.485729128122
1014_687,0.475036293268
1014_694,0.472713053226
1014_708,0.472093462944
1014_715,0.470266222954
1014_722,0.474066853523
1014_729,0.545271217823
1014_736,0.532544314861
1014_743,0.507325410843
1014_750,0.504114568233
1014_757,0.469820588827
1014_771,0.476421445608
1014_778,0.447723180056
1014_785,0.506518900394
1014_792,0.511080503464
1014_799,0.488465070724
1014_806,0.475251972675
1014_813,0.510376811028
1014_820,0.506246209145
1014_827,0.500878036022
1014_834,0.507490515709
1014_841,0.555312931538
1014_848,0.45482981205
1014_855,0.47903740406
1014_862,0.493543982506
1014_869,0.500525772572
1014_890,0.53641474247
1014_904,0.45703586936
1014_911,0.493351995945
1014_918,0.502855420113
1014_925,0.519568860531
1014_939,0.488851070404
1014_946,0.460317969322
1014_953,0.457191854715
1015_554,0.53196644783
1015_568,0.476966917515
1015_575,0.491244852543
1015_582,0.4846098423
1015_589,0.466696172953
1015_596,0.50308817625
1015_603,0.513193786144
1015_610,0.445925891399
1015_617,0.451650410891
1015_624,0.478509098291
1015_631,0.442071080208
1015_638,0.496072918177
1015_645,0.460058450699
1015_652,0.463282287121
1015_659,0.48810428381
1015_673,0.470678538084
1015_680,0.492238461971
1015_687,0.452006787062
1015_694,0.508647203445
1015_708,0.508565664291
1015_715,0.469438880682
1015_722,0.454183757305
1015_729,0.448287844658
1015_736,0.455769389868
1015_743,0.437996178865
1015_750,0.45714455843
1015_757,0.442336261272
1015_771,0.426747143269
1015_778,0.472371429205
1015_785,0.482860058546
1015_792,0.434958040714
1015_799,0.399446219206
1015_806,0.429832994938
1015_813,0.468207240105
1015_820,0.488400399685
1015_827,0.491620332003
1015_834,0.464418619871
1015_841,0.487197190523
1015_848,0.476312607527
1015_855,0.443584501743
1015_862,0.453859448433
1015_869,0.436031699181
1015_890,0.451636224985
1015_904,0.438344806433
1015_911,0.381619602442
1015_918,0.411863088608
1015_925,0.369862884283
1015_939,0.382875591516
1015_946,0.426494002342
1015_953,0.373958617449
1016_554,0.466835081577
1016_568,0.505934119225
1016_575,0.516506075859
1016_582,0.491171509027
1016_589,0.491970181465
1016_596,0.437719672918
1016_603,0.495699763298
1016_610,0.433671981096
1016_617,0.459400355816
1016_624,0.488321423531
1016_631,0.484429717064
1016_638,0.520160913467
1016_645,0.514195561409
1016_652,0.492916584015
1016_659,0.473045796156
1016_673,0.461206167936
1016_680,0.480526566505
1016_687,0.50387275219
1016_694,0.493458688259
1016_708,0.44210600853
1016_715,0.427565127611
1016_722,0.466595351696
1016_729,0.448956847191
1016_736,0.505529999733
1016_743,0.467346608639
1016_750,0.463266134262
1016_757,0.457263052464
1016_771,0.456349372864
1016_778,0.490448415279
1016_785,0.4539244771
1016_792,0.486215561628
1016_799,0.42959100008
1016_806,0.50081717968
1016_813,0.449642211199
1016_820,0.492797970772
1016_827,0.519622862339
1016_834,0.510429143906
1016_841,0.51100063324
1016_848,0.489329576492
1016_855,0.492141455412
1016_862,0.511271417141
1016_869,0.505501508713
1016_890,0.458225727081
1016_904,0.469275534153
1016_911,0.464876353741
1016_918,0.481682240963
1016_925,0.457781106234
1016_939,0.50864315033
1016_946,0.499716311693
1016_953,0.55876737833
1017_554,0.534100830555
1017_568,0.476195633411
1017_575,0.495367407799
1017_582,0.528335690498
1017_589,0.477145820856
1017_596,0.50516718626
1017_603,0.457293391228
1017_610,0.4864769876
1017_617,0.503659963608
1017_624,0.518180429935
1017_631,0.5002643466
1017_638,0.475223660469
1017_645,0.550808846951
1017_652,0.557341337204
1017_659,0.468115270138
1017_673,0.492119044065
1017_680,0.506950557232
1017_687,0.497665733099
1017_694,0.558924913406
1017_708,0.535709619522
1017_715,0.511228859425
1017_722,0.532473504543
1017_729,0.535270810127
1017_736,0.496461004019
1017_743,0.498199641705
1017_750,0.511228859425
1017_757,0.566559255123
1017_771,0.521691799164
1017_778,0.515464603901
1017_785,0.496780157089
1017_792,0.509479045868
1017_799,0.486459463835
1017_806,0.487993836403
1017_813,0.488997876644
1017_820,0.502273261547
1017_827,0.475695699453
1017_834,0.502994298935
1017_841,0.484518706799
1017_848,0.448817521334
1017_855,0.482963472605
1017_862,0.490724295378
1017_869,0.444270551205
1017_890,0.488603621721
1017_904,0.459133297205
1017_911,0.469821095467
1017_918,0.472989618778
1017_925,0.493738770485
1017_939,0.446202069521
1017_946,0.462495476007
1017_953,0.401855498552
1018_554,0.530528187752
1018_568,0.49577575922
1018_575,0.469690203667
1018_582,0.483264744282
1018_589,0.490197181702
1018_596,0.52727663517
1018_603,0.462375670671
1018_610,0.486937344074
1018_617,0.491635531187
1018_624,0.501159489155
1018_631,0.472952008247
1018_638,0.483395755291
1018_645,0.483574867249
1018_652,0.437370657921
1018_659,0.495565742254
1018_673,0.463418543339
1018_680,0.493785500526
1018_687,0.482341021299
1018_694,0.54046869278
1018_708,0.498122215271
1018_715,0.462331950665
1018_722,0.565922319889
1018_729,0.484329372644
1018_736,0.503408372402
1018_743,0.433623850346
1018_750,0.467407226562
1018_757,0.463826179504
1018_771,0.489551961422
1018_778,0.459656149149
1018_785,0.471322327852
1018_792,0.492824137211
1018_799,0.439829796553
1018_806,0.54260134697
1018_813,0.687006533146
1018_820,0.643436729908
1018_827,0.618557810783
1018_834,0.569903433323
1018_841,0.631242215633
1018_848,0.591117680073
1018_855,0.501280367374
1018_862,0.520650565624
1018_869,0.527458250523
1018_890,0.529375135899
1018_904,0.573160648346
1018_911,0.635857403278
1018_918,0.599138975143
1018_925,0.549269735813
1018_939,0.584747552872
1018_946,0.602114200592
1018_953,0.605643332005
1019_554,0.47028580308
1019_568,0.508228957653
1019_575,0.515286803246
1019_582,0.488414227962
1019_589,0.491881489754
1019_596,0.495569676161
1019_603,0.484690606594
1019_610,0.510462224483
1019_617,0.403233408928
1019_624,0.369777053595
1019_631,0.470595091581
1019_638,0.467065274715
1019_645,0.500819444656
1019_652,0.488414227962
1019_659,0.422061115503
1019_673,0.495104789734
1019_680,0.447628378868
1019_687,0.445167213678
1019_694,0.500049054623
1019_708,0.442760199308
1019_715,0.458772569895
1019_722,0.451860755682
1019_729,0.414826333523
1019_736,0.482642531395
1019_743,0.479815036058
1019_750,0.419795155525
1019_757,0.48684951663
1019_771,0.460017979145
1019_778,0.508332908154
1019_785,0.47028580308
1019_792,0.456664830446
1019_799,0.498854935169
1019_806,0.490635097027
1019_813,0.492752045393
1019_820,0.488099575043
1019_827,0.502019107342
1019_834,0.494760811329
1019_841,0.490671247244
1019_848,0.475907713175
1019_855,0.500419378281
1019_862,0.502429485321
1019_869,0.498769938946
1019_890,0.467776805162
1019_904,0.515430927277
1019_911,0.510808229446
1019_918,0.441741913557
1019_925,0.502428710461
1019_939,0.523769617081
1019_946,0.476257324219
1019_953,0.452467501163
101_554,0.462384998798
101_568,0.497853755951
101_575,0.468656271696
101_582,0.409962236881
101_589,0.475103676319
101_596,0.47851318121
101_603,0.466310143471
101_610,0.463944077492
101_617,0.48234808445
101_624,0.513453722
101_631,0.531674563885
101_638,0.503211855888
101_645,0.517025589943
101_652,0.497761547565
101_659,0.487007796764
101_673,0.460969477892
101_680,0.523517310619
101_687,0.484122425318
101_694,0.507746338844
101_708,0.470310360193
101_715,0.409035652876
101_722,0.460498839617
101_729,0.471506714821
101_736,0.464227616787
101_743,0.441189050674
101_750,0.487437367439
101_757,0.459901452065
101_771,0.504127323627
101_778,0.473580867052
101_785,0.448797851801
101_792,0.483595490456
101_799,0.463247001171
101_806,0.47546133399
101_813,0.507515013218
101_820,0.47546133399
101_827,0.480426937342
101_834,0.505295276642
101_841,0.463992327452
101_848,0.513370633125
101_855,0.442452341318
101_862,0.402474939823
101_869,0.463247001171
101_890,0.406608730555
101_904,0.493227094412
101_911,0.470310360193
101_918,0.455398201942
101_925,0.458377033472
101_939,0.49383226037
101_946,0.375250577927
101_953,0.473249673843
1020_554,0.592101216316
1020_568,0.599504888058
1020_575,0.571293532848
1020_582,0.53223913908
1020_589,0.517412960529
1020_596,0.518519997597
1020_603,0.509558141232
1020_610,0.490957975388
1020_617,0.374263316393
1020_624,0.336351931095
1020_631,0.475438475609
1020_638,0.393264234066
1020_645,0.34070238471
1020_652,0.473902881145
1020_659,0.492391616106
1020_673,0.346949875355
1020_680,0.462524712086
1020_687,0.481508731842
1020_694,0.51046538353
1020_708,0.513177275658
1020_715,0.451569020748
1020_722,0.457232147455
1020_729,0.432596027851
1020_736,0.452722817659
1020_743,0.306406855583
1020_750,0.47487527132
1020_757,0.443572461605
1020_771,0.463956385851
1020_778,0.487789750099
1020_785,0.49858802557
1020_792,0.468831807375
1020_799,0.468453705311
1020_806,0.477002173662
1020_813,0.31445685029
1020_820,0.483684957027
1020_827,0.511184573174
1020_834,0.508214175701
1020_841,0.500040709972
1020_848,0.468299210072
1020_855,0.492800056934
1020_862,0.496076852083
1020_869,0.461664527655
1020_890,0.471529603004
1020_904,0.461747318506
1020_911,0.459555417299
1020_918,0.504152178764
1020_925,0.467857420444
1020_939,0.400029301643
1020_946,0.42916110158
1020_953,0.42286798358
1021_554,0.463495105505
1021_568,0.461795002222
1021_575,0.45761269331
1021_582,0.485025316477
1021_589,0.481186449528
1021_596,0.462664544582
1021_603,0.480428695679
1021_610,0.456992983818
1021_617,0.429250657558
1021_624,0.418724089861
1021_631,0.437654137611
1021_638,0.456232786179
1021_645,0.464574486017
1021_652,0.478007882833
1021_659,0.478307962418
1021_673,0.456320434809
1021_680,0.431025952101
1021_687,0.453254908323
1021_694,0.481383830309
1021_708,0.457850009203
1021_715,0.444913357496
1021_722,0.387700676918
1021_729,0.403259068727
1021_736,0.436110585928
1021_743,0.414665222168
1021_750,0.384622424841
1021_757,0.465369850397
1021_771,0.416103154421
1021_778,0.408233851194
1021_785,0.43290579319
1021_792,0.44141972065
1021_799,0.315011113882
1021_806,0.411093592644
1021_813,0.424019724131
1021_820,0.32869258523
1021_827,0.368443876505
1021_834,0.455602198839
1021_841,0.445617944002
1021_848,0.375655889511
1021_855,0.420064181089
1021_862,0.451187551022
1021_869,0.458201825619
1021_890,0.321826666594
1021_904,0.421517670155
1021_911,0.429877281189
1021_918,0.44385817647
1021_925,0.456626057625
1021_939,0.428131759167
1021_946,0.450495690107
1021_953,0.432668507099
1022_554,0.4655559659
1022_568,0.411466270685
1022_575,0.419104129076
1022_582,0.438410550356
1022_589,0.440929979086
1022_596,0.427716106176
1022_603,0.406420469284
1022_610,0.405543208122
1022_617,0.44204685092
1022_624,0.40620970726
1022_631,0.429522812366
1022_638,0.391517847776
1022_645,0.424011290073
1022_652,0.4672267735
1022_659,0.447979986668
1022_673,0.403486073017
1022_680,0.451699823141
1022_687,0.450198978186
1022_694,0.447029262781
1022_708,0.458155930042
1022_715,0.441185802221
1022_722,0.429241478443
1022_729,0.430946499109
1022_736,0.392916917801
1022_743,0.382427066565
1022_750,0.390924751759
1022_757,0.434141546488
1022_771,0.392916917801
1022_778,0.399074107409
1022_785,0.399037510157
1022_792,0.416806429625
1022_799,0.378651469946
1022_806,0.461225956678
1022_813,0.410081833601
1022_820,0.424418121576
1022_827,0.511475563049
1022_834,0.434643536806
1022_841,0.39461350441
1022_848,0.38929489255
1022_855,0.386337280273
1022_862,0.396695464849
1022_869,0.417753040791
1022_890,0.43255931139
1022_904,0.39589124918
1022_911,0.422820657492
1022_918,0.388245373964
1022_925,0.368212819099
1022_939,0.381153851748
1022_946,0.378118604422
1022_953,0.380107790232
1023_554,0.329140692949
1023_568,0.332371324301
1023_575,0.329140692949
1023_582,0.346876591444
1023_589,0.366587340832
1023_596,0.35866189003
1023_603,0.381171345711
1023_610,0.347598671913
1023_617,0.365307092667
1023_624,0.339225143194
1023_631,0.376551538706
1023_638,0.37706848979
1023_645,0.375195652246
1023_652,0.375195652246
1023_659,0.375195652246
1023_673,0.375195652246
1023_680,0.375195652246
1023_687,0.365307092667
1023_694,0.380293637514
1023_708,0.406328588724
1023_715,0.355904757977
1023_722,0.399880588055
1023_729,0.403755873442
1023_736,0.3719188869
1023_743,0.373596310616
1023_750,0.431014239788
1023_757,0.390420585871
1023_771,0.386337280273
1023_778,0.360480517149
